id,qval,Log2Fold
plcl2(1of3),0.437400706,-0.121987253
zfp687,0.437430154,-0.08332152
rap1gds1(3of3),0.437492896,-0.172983166
lmtk2,0.437591484,-0.105849967
fgf6(1of4),0.437595235,-0.16411243
synj2bp,0.437739498,0.103865458
phyh,0.438064858,-0.124273533
cpne8(5of5),0.438387735,-0.130472671
rbm24(1of2),0.438417928,0.095719206
lrp4(2of3),0.43842463,-0.090966963
syn2(1of2),0.438585567,0.125740862
cptp(3of3),0.438613007,0.148443639
smad4(1of3),0.438629023,0.082343211
asip,0.438757002,-0.234648678
sumf1,0.438863853,0.109058222
mapk3,0.438918951,0.147148351
pitpnb(1of2),0.438927319,-0.101794216
rad9a,0.439088507,0.118028832
abca5,0.439128991,-0.090869525
slc4a1ap,0.439612701,-0.111354955
apobec2,0.43976409,0.105256487
stx17,0.439795739,0.107323002
nfe2l3,0.439815182,-0.109799163
nsf(1of2),0.440247363,0.112928714
mettl11b,0.4402785,-0.178165785
toe1,0.440419496,0.082064962
ddit3,0.440586405,0.142983777
uimc1,0.44060885,-0.097581337
kif2a(2of2),0.440674247,0.104401265
zbtb11(2of3),0.440758254,-0.085269745
nf2(2of2),0.440810382,-0.081087268
abhd2(2of2),0.440863067,-0.084102315
ctr9,0.44112826,-0.08541749
nup210,0.441232003,-0.09919843
rtl1(17of17),0.441352611,-0.271235006
mnt(1of2),0.441425517,-0.088672476
plod3(1of2),0.44142664,-0.105024642
ccdc107,0.441545583,-0.214764623
fibin(1of2),0.441628524,-0.118921656
zfand3(2of2),0.441705269,0.084910226
vps54,0.441728626,-0.086132305
cpq,0.441799465,0.127369779
rab39a(1of2),0.441815846,-0.167861968
ythdc2,0.441928983,0.124874985
gtdc1,0.442022524,0.081101045
tecta(1of5),0.442074728,-0.119922695
serpinb1a(1of3),0.442141454,-0.084432426
plagl2(1of2),0.442144004,0.154594939
vps8(1of2),0.442150496,0.128571496
s1pr2,0.44232456,-0.112946703
LOC107395168,0.442790275,-0.270518525
marveld3(2of2),0.442869019,0.124370504
mbtps1(1of2),0.442889216,0.162684665
usp40,0.443002555,-0.108949041
ckap4,0.443120997,-0.101191387
gja3(2of9),0.44317588,-0.142532761
slc9a2(2of2),0.44323304,-0.223952877
znf235(134of148),0.443307979,0.089085157
LOC107391917,0.44338756,0.096773058
LOC107374240,0.443502825,-0.234582538
pdss1,0.443568736,-0.154020417
znf862(4of6),0.443658261,-0.187954456
znf846(4of13),0.443752942,0.122562494
bmp1(1of2),0.443825102,-0.108366414
pih1d2,0.443936389,-0.16709071
tsen2,0.444091895,-0.107486785
pdf,0.444155719,0.137017121
gareml,0.4443104,-0.081223533
cops8,0.444366949,0.082007077
yrdc(1of2),0.444396059,0.158976336
lmx1a(3of4),0.444620291,-0.243053154
gnb1(1of2),0.444917556,0.080734565
LOC107378141,0.444972513,0.122180539
atrip,0.445324243,0.118595975
fam63b,0.445390348,-0.08775025
slc39a7,0.445428444,0.08065796
mpdu1(2of2),0.445706726,0.098871268
fxr1(1of2),0.445893361,-0.089237872
lrrc16a(1of3),0.445931702,0.090008691
ctsa(2of3),0.445943242,-0.135990494
stx6(2of2),0.445978503,0.093031479
zbed1(1of6),0.446110931,-0.180202601
hal(2of2),0.446142658,0.283877352
c16orf45(2of2),0.446275464,0.267792673
pnpla8(1of2),0.4462995,0.097434781
cav2(2of3),0.446589591,0.103095113
klhl36,0.447050603,0.124925079
klhdc2(3of3),0.447074736,-0.080474903
otx2(4of4),0.447093239,-0.155345935
myl6(1of2),0.447124977,0.08005666
ubac1,0.447220244,-0.09931766
ubald1,0.447321574,0.101352095
zfp598,0.447632334,-0.0990976
tm7sf3,0.447729035,0.081494317
kiaa1033,0.447789185,0.092231987
tcf7l2,0.447946307,-0.104805142
ncbp3,0.44795112,0.082368038
tdg(1of2),0.447965015,0.096338171
nhej1,0.448022294,-0.129960563
slc25a22(1of4),0.448272832,-0.114305784
dst(1of2),0.448406046,-0.195352799
dynll2(3of3),0.448485181,0.080559434
zfp2(5of11),0.44854854,-0.162040805
nfxl1,0.448676704,0.092969457
alkbh2,0.448759176,-0.191193159
lrrc75a(2of3),0.448783587,0.120022747
arhgap32(2of2),0.448804103,-0.082792187
pum3,0.449185267,0.084076602
osgepl1,0.449254256,0.094393583
plekhm3,0.449512886,-0.096023095
ttc21b,0.449575423,0.09807584
adamtsl5,0.449750074,-0.10451758
ube2e1,0.449801432,0.119194457
rbm38(1of2),0.449856541,0.158337666
rps28,0.449880634,-0.10229825
siglec1(4of6),0.450004095,-0.177645583
gsx2,0.450007636,-0.209835839
rgs3(2of2),0.450086703,-0.098823252
scara3,0.450318472,0.089196738
h3f3a(6of6),0.450528228,0.146359886
mef2d(2of3),0.450970192,0.129297375
anapc11,0.451118434,0.100618407
c2orf49,0.451122648,-0.086294452
hira,0.451374036,-0.112355175
fam3d,0.451542912,-0.143369874
aptx,0.451673508,0.109029462
p2rx7(8of10),0.451697288,-0.157795139
naa20,0.451729306,0.079832376
chic1,0.451790581,0.095717257
ctnnd1(2of2),0.452058689,-0.079182579
pop4(2of2),0.452190447,-0.081100734
cdh2(1of2),0.452222466,-0.184078837
zbtb48(2of2),0.452365293,-0.094310904
nub1,0.452641461,0.089387221
c11orf95(2of2),0.452667928,-0.116497824
grp,0.452706366,-0.203278566
fchsd2(1of2),0.452781996,-0.080751531
LOC107379396,0.452830655,0.332277405
churc1,0.452863429,0.089477497
trappc13,0.453188536,0.085705166
bap1,0.453300025,-0.079314367
hccs,0.453415395,0.103660228
gpr155(1of2),0.453437368,-0.081988871
znf235(86of148),0.453511632,0.078880368
pip5k1c(2of2),0.453743397,-0.098910856
il17rc(3of3),0.453746542,-0.147637726
LOC107380836,0.453859958,-0.135903001
mzf1(4of4),0.453966665,0.170285148
alas2,0.453977862,0.178875301
art1,0.454003499,-0.203147767
fstl1,0.454102196,0.083523135
hipk3(2of3),0.454282376,-0.222710776
rangap1(2of2),0.454362452,0.185775887
ssb,0.454530949,0.078647496
LOC107393847,0.454531847,0.310953403
sft2d2,0.454963677,0.228865512
tgfbr3(3of3),0.454997691,0.096120938
tlr5(2of2),0.455080683,-0.135252223
arhgef5,0.455252849,0.145563957
blnk(2of2),0.455337622,-0.228535636
papolg,0.455594012,-0.088644575
mroh1,0.455679627,-0.083155927
nexn,0.455711467,-0.127631416
sh2d3c(2of2),0.456190851,0.131312194
chfr,0.456257662,0.083882375
fkbp10(1of2),0.456619428,0.07871373
tbc1d9b,0.456914969,-0.095253618
nup50,0.457025718,-0.084276338
pskh1,0.45760344,0.12888698
ttf1,0.457643044,-0.082242018
camk1d(1of3),0.457876795,0.108342452
itpk1,0.458188513,0.08341708
prdm4,0.458208459,-0.133894599
vat1(1of2),0.458262428,0.170205345
mrpl17,0.458401353,0.086150624
bmp7(3of5),0.458652623,0.097725837
hoxb6(1of2),0.458748557,0.140096884
arfgef3,0.458939405,-0.163792615
LOC107395380,0.458945667,-0.164579758
tmem14c(2of3),0.459144738,0.085304653
dock4,0.459272434,-0.089121177
timm50,0.459315819,0.085656096
crebbp(1of4),0.459446678,-0.081506891
ank2(3of3),0.459615093,-0.08034862
rgma(1of2),0.459665352,-0.100791846
dennd6a,0.459717252,0.097783397
atl2(1of2),0.459904758,-0.118897823
ucma(2of2),0.459954632,-0.236416836
tmem150c,0.460179964,-0.233795405
LOC107388105,0.460468853,-0.179250841
gpr176,0.460761587,-0.145418179
sp6,0.460962849,-0.137658176
dll1(5of5),0.461274804,-0.125371721
ankrd66,0.461428479,0.338946172
b3gnt2(1of5),0.461529256,0.110222929
cel(1of3),0.461643766,-0.118052064
ttc23,0.461777223,0.106477521
aldh3a2(3of3),0.461791254,-0.129144881
galns,0.462031891,-0.107719199
igf1r(1of2),0.462038563,-0.087694624
aplnr(1of3),0.462104482,0.135876433
rb1,0.462143855,0.111978861
nrbp2,0.462245783,-0.096062455
syngr1(1of2),0.462435715,0.11128745
rpl27a,0.462472244,-0.084878643
epha2(2of2),0.462965581,0.081896583
golga2,0.463042413,-0.078318173
wfs1(2of2),0.463284363,0.120251454
swap70(2of3),0.463493113,-0.14932077
gmeb2,0.463652119,0.115914007
plod2,0.463760865,-0.082747689
dhcr24,0.463769488,-0.138598147
uckl1(2of3),0.463870282,0.082941743
senp7(2of2),0.463894538,-0.080401969
ankrd28(1of2),0.463964235,0.106559064
efemp1,0.463989851,-0.149372929
u2af1(2of2),0.464060795,0.089766084
h2afy2,0.464558528,0.081529654
wdr90,0.464624982,-0.111769148
cygb(1of2),0.464924994,-0.257415342
far1(1of2),0.464948418,0.145873972
ndufa3,0.465230974,0.090869488
rala,0.465330049,-0.125188764
mcee,0.465336021,0.1292253
cds2,0.465406013,0.236199919
gars,0.465570247,0.101612351
immt,0.465684994,-0.084280854
LOC107378476,0.465836166,-0.201754498
tpcn1(2of2),0.465896221,-0.119028798
akr1a1(3of4),0.466048454,0.184309081
tmem41b,0.466142645,0.180171754
LOC107375139,0.466328168,-0.229996971
insig2(2of2),0.466614832,0.079401086
tgfbrap1,0.466658171,-0.104839885
pkm(2of2),0.466792611,-0.07675899
gtf3c4,0.46690323,0.130538891
efhd2,0.467117203,-0.126545846
serpinb1a(2of3),0.46726564,0.083156634
nup205,0.467282735,-0.081492002
aplp1,0.467757726,0.097109586
LOC107377585,0.467918157,-0.169281117
ephb4(1of3),0.468134342,-0.088700256
sstr2(2of3),0.468193984,0.167213729
rgd1561662,0.468226091,0.124259462
ppp2r2d,0.468283355,0.0764991
rdh14(1of2),0.468342845,0.105071558
uevld,0.468522679,-0.110359991
znf235(66of148),0.468537222,0.116611974
snapin,0.468601335,0.079407167
nphp4,0.468850449,-0.105176393
mlkl,0.468971378,0.167891557
harbi1(8of28),0.469084577,-0.191502817
tmem179b,0.46912153,-0.103535737
tns1(2of2),0.46965287,-0.123287235
dgcr8,0.470002523,-0.07683806
dtymk,0.470052637,0.079067398
pfkl,0.470108352,0.076737019
il17ra,0.47055903,-0.126044947
tex12,0.470574302,0.157044885
hmbs,0.470599592,0.110178191
maoa(2of3),0.470655848,0.154770047
uncx(2of3),0.470789704,0.126946416
znf235(53of148),0.470817101,-0.110961212
fndc3a,0.470823593,-0.103166765
rif1,0.471219385,-0.084304312
rps25,0.471275005,-0.084864323
mia,0.471473708,0.075706797
selk,0.471890729,-0.075667828
gabpb2,0.472027354,0.093064268
ifi27(3of3),0.47217262,-0.098449529
mgat1(2of2),0.472308858,-0.099247118
plxnb1(1of3),0.472332231,0.67706732
ddx5(1of2),0.472445814,0.0852108
dkc1,0.472798996,0.075557347
ppme1,0.473210069,0.075382871
cebpzos,0.47326088,0.081710244
foxj3(2of2),0.473357328,0.113066217
elk1,0.473372402,-0.120860818
phlpp2,0.473509113,-0.1366366
ctbp2(2of3),0.47355365,0.084750653
rnf168,0.473681906,-0.079215171
fam73b,0.473705573,-0.121224046
rbpj(1of3),0.473861226,-0.082933141
abhd8(1of2),0.474023695,0.091821983
ep400(2of2),0.474044446,-0.081491807
cnot11,0.474064018,0.082755529
zhx2(2of2),0.474080022,-0.080091805
tfip11,0.47414405,0.095704216
ergic1,0.474283648,0.116682553
ldb1(1of2),0.474331245,-0.08728536
pde9a(1of2),0.474457127,-0.122754195
sec24b,0.474535487,-0.077577537
wasl(1of4),0.474569154,-0.189357159
tsg101,0.474608696,0.078994368
fam151b,0.474608929,-0.17622996
rtl1(3of17),0.474632579,-0.313244069
dact1,0.474642081,0.133190272
bckdk,0.474793905,0.107724269
pqlc1(1of2),0.47481646,-0.173798253
flrt3,0.474947913,-0.087827713
samm50(1of2),0.475557757,0.122808709
LOC107388197,0.475614257,-0.23061832
zbtb39,0.475644431,-0.122571911
nedd1,0.475688117,0.112755554
LOC107396822,0.475750534,0.23999479
gtpbp10,0.475791043,0.074973827
emid1,0.47580987,0.113487454
anos1,0.475934084,0.101673264
fdxr,0.476072691,0.111406378
clec3b(2of2),0.476219183,-0.116462757
spin1(3of4),0.476618883,0.078162195
kdm1b,0.476706568,0.088394857
hnrnph1(1of2),0.476788401,0.075482499
lama3(2of4),0.476941038,-0.120540616
kcnh7(1of3),0.477141482,-0.105326375
eif3e(1of2),0.47714451,0.080255809
ap2a2(1of2),0.477202105,-0.112994888
spr,0.477232653,0.095482086
alyref(2of2),0.477321773,-0.146952591
eif3b,0.477586749,0.076606664
fzr1(2of2),0.47766286,-0.076201199
heg1(1of2),0.477708142,-0.117186176
rock2(4of4),0.477832739,-0.083270299
fam213a(1of2),0.477928809,0.38986357
zfp853,0.477985956,-0.140415267
gatb,0.478065027,0.100422511
znf235(16of148),0.478099221,0.109666208
odf3,0.478305448,-0.208779642
eif4b,0.478485476,0.076305298
wdsub1,0.478610228,0.089972115
eif3i(2of2),0.478673513,-0.09019451
LOC107388171,0.478838027,-0.249326587
cnnm3,0.478859293,-0.117005901
asgr2(1of3),0.478875805,0.154139127
pla2g6,0.479007309,-0.083510204
cks1b(1of2),0.479063067,0.307511259
rc3h1,0.479136879,0.074418144
LOC107372433,0.479213367,0.113201547
hepacam2,0.479374173,-0.183957886
slc25a36(3of3),0.47986673,-0.07644135
sgk1(3of3),0.480154131,0.130986693
p2rx3(2of2),0.480250639,0.20687341
cpn1,0.480298903,0.104814889
phykpl,0.48046912,-0.083533406
znf793,0.480717994,0.107920435
fam168a,0.480961939,-0.07481638
sidt2,0.481361359,-0.074676742
hoxb3(2of2),0.48176307,0.225026743
fbxo11(2of2),0.481869309,-0.075409081
dnajc19,0.481926206,0.079897222
kif1bp,0.482029308,-0.099035372
cspg5(1of2),0.482403394,-0.107376295
clip1(2of2),0.482740745,-0.078026847
LOC107392190,0.482882391,-0.110298977
rps27(1of3),0.483148979,-0.123934903
znf235(115of148),0.483357421,-0.11320008
tacc1(2of2),0.483571027,0.105547298
wac(2of3),0.483777672,0.073770035
lsm5,0.483924123,0.131812712
hsd11b1l(2of2),0.483976704,0.152085356
zfp143,0.484051056,0.079201334
LOC107380904,0.484153861,-0.129457299
LOC107374363,0.484224386,-0.131272116
ppp1r1c,0.484259547,0.148609196
lmod3,0.484266862,-0.100683785
rps17(2of2),0.484276207,-0.077499736
naa15,0.484539263,-0.075086271
crat(1of3),0.48465121,-0.092819148
mark3(2of2),0.48471869,-0.075709496
sars2(1of2),0.485088495,0.080513529
dph5,0.485133099,-0.077083529
ndnf(2of2),0.485133358,0.144256005
srl(1of2),0.485483125,-0.109170709
erf(4of4),0.485709958,-0.083802632
mrrf,0.486563845,0.080107204
mcts1,0.48663993,-0.086980772
mustn1(1of2),0.486967127,-0.239430433
rdh12(3of7),0.48726611,0.149886678
prc1(2of4),0.487344982,0.229357492
ac233755.1,0.487606597,-0.341398718
LOC107377415,0.487628567,0.077935288
tmem55a,0.487806511,0.075683453
cyp2g1,0.48790537,0.128113013
pcdhgc3(1of2),0.487905454,-0.164243866
smarca5,0.488356597,0.093132776
hectd4(2of2),0.488589868,-0.144306945
fam195a(1of2),0.489462087,0.073524583
dydc1,0.489531126,0.107772402
celf2(2of2),0.489740139,0.081969788
b4galt3(2of2),0.489871662,-0.081403897
ccdc50(1of2),0.489872179,-0.138585028
hes1(3of3),0.490283203,0.260567557
uso1,0.490359233,0.083663501
gmds,0.490433262,0.125395549
agxt2,0.490549289,-0.171688592
canx(2of2),0.490564962,-0.135681231
tgm2(1of2),0.490581712,-0.099059675
dnajc15,0.490783513,0.130307523
nme8,0.490928516,0.107610797
srms,0.490949007,-0.082422088
aspdh,0.490955646,-0.523647765
pabpc1(3of3),0.49102785,-0.158308614
b3galt2(7of7),0.491101873,-0.156616206
aimp1(2of2),0.491154984,0.074037663
taf5,0.491157333,0.082999606
mfn1,0.491382065,0.079228954
tfap2a,0.491505386,-0.120058269
cntn4(4of4),0.491706732,-0.120634757
nubpl,0.491757841,0.0979236
senp6,0.492105372,-0.074980126
rtcb,0.492122492,0.072268433
smg1,0.492175337,-0.108438762
tcp1,0.492251621,0.084324493
cyp2w1(4of6),0.492422822,-0.123180312
rnf6(1of2),0.492524992,-0.096472982
crk(2of2),0.492601266,0.08355007
cldn10(1of7),0.492616733,0.101068642
muc15,0.492663828,-0.165342913
trim3(2of2),0.492666937,-0.075417825
akap10,0.492692018,-0.091409638
gpalpp1,0.492693877,0.084542706
trappc5,0.492787599,0.074927524
dld,0.492855825,0.072340856
gpatch1,0.493144629,-0.079945665
hpcal1(2of2),0.493151132,0.113226865
oxr1(3of4),0.493167344,-0.32843473
LOC107380515,0.493168669,-0.240617853
tp53,0.49317193,0.094060779
LOC107378012,0.493361514,0.130043951
hnmt(2of3),0.493365813,-0.238021791
tiparp,0.493659649,0.077892585
lmod1(2of2),0.493850707,-0.199918209
haghl,0.494256534,-0.145430564
gna12,0.494259674,-0.093427617
fam60a(1of2),0.494546992,0.078250752
adprhl1(3of3),0.494610252,0.227743816
jup,0.494883458,0.073819256
zscan29(1of9),0.494889605,-0.172091743
c6orf203,0.495137855,0.124401673
afmid(1of2),0.495142818,-0.143168865
copa,0.495146003,0.073661731
vegfa,0.495162501,0.08006043
tgfb3(2of2),0.495182017,0.110582356
efr3b(2of2),0.495279876,-0.076473104
LOC107382835,0.495432096,-0.094846871
pycr2(1of2),0.49561348,0.094634078
cd247(2of2),0.495642293,0.173798048
LOC107395936,0.495709527,-0.258952939
LOC107381866,0.495808538,-0.147681895
ehbp1l1,0.495894301,-0.075703636
otud4(2of3),0.495947939,0.086761643
ppp2r5d(2of2),0.49598412,0.097349313
srsf1(1of2),0.49609101,0.081531917
lonp1,0.496115622,-0.073119491
amer1,0.496954291,-0.085477436
smpx,0.497060088,0.250563739
dbi,0.49707275,0.077862579
nsrp1,0.497356632,0.071887577
znf235(119of148),0.497382836,-0.119358104
gtpbp4,0.497397174,0.075044363
psma5,0.497561363,0.139208166
prkcd(2of2),0.497778094,-0.104286747
atp1b2(1of2),0.497816041,-0.073130815
znf235(128of148),0.497957788,-0.110481081
fam83a,0.49799939,-0.16261076
usb1,0.498403508,0.073818827
znf721(1of2),0.498571363,0.109477449
ube2j1,0.498697003,-0.160294298
LOC107384461,0.499195812,0.174693417
LOC107396347,0.499224581,-0.186317152
hyal2(4of5),0.499237525,0.110252104
cct2,0.499279515,0.083365043
scfd2(1of2),0.499502701,0.087578712
cdk1,0.499518781,0.117231269
sass6,0.499663064,-0.12142399
faxc(1of2),0.499849176,-0.103171499
ank3(2of2),0.499994603,0.121608934
glcci1(1of2),0.50009494,-0.073910611
nudt13,0.500185319,0.134174423
hoxa10(1of2),0.500753626,0.112420131
vsig10,0.500782775,0.141887867
sult2b1(4of4),0.500897049,-0.096122591
spc25,0.500959847,-0.186013089
muc1(1of3),0.500964355,-0.121542347
LOC107374655,0.501118879,-0.156438554
eya2,0.501627063,-0.100845767
ebf1(2of2),0.501728194,-0.181390618
tex9,0.501761016,-0.107391621
arhgap12,0.501880071,-0.071831165
rab13,0.501976619,-0.081628281
rftn2,0.502341927,0.089510597
znf569(5of12),0.502461978,0.076550676
poc1a,0.502487568,-0.1197819
elk4(2of3),0.502610478,0.10101064
tubb5,0.502667516,-0.148312846
ramp2,0.502770572,0.100809547
ehd4,0.502815702,-0.118413465
dync1i2(1of2),0.502848453,0.074622386
nkx2-6,0.502928022,-0.191904375
slc10a7,0.503053464,0.085481322
sulf1,0.503072811,-0.081187478
sept9(2of3),0.503213725,-0.070381915
fam89a,0.503233867,0.112187609
hnf1b,0.50330248,-0.119628156
syne2(4of7),0.503485447,-0.102851656
LOC107392955,0.503589579,-0.13792518
tnc(3of5),0.503703652,-0.172156579
ppp1r35,0.503729488,-0.121718817
mtmr6,0.503827763,-0.111443461
pcdh10(3of10),0.503936751,-0.175144851
mrpl1,0.503946355,0.076866773
ocrl,0.503950729,-0.085310548
dlat,0.504150924,-0.111145455
ambp(3of3),0.504199247,-0.121476686
hist1h1b(2of6),0.504237044,-0.291985937
dlgap1(2of3),0.504341358,0.097189087
ppp5c,0.504403791,-0.072880712
asrgl1(3of3),0.504560065,0.215579544
ckap2,0.504618509,0.130491328
dctn2,0.504932906,0.076568155
ddx4,0.505020753,0.245315975
crip1,0.505113793,0.216257759
sstr2(3of3),0.505162791,-0.155935383
mvk,0.505323549,-0.145574611
tigit,0.505356253,-0.105846142
pid1,0.505533231,0.09056835
zfp385b,0.505585741,-0.121204913
ecm1(1of2),0.505603106,-0.16461541
nrbf2,0.50562972,0.073986305
ppp4r1,0.505790839,-0.07738018
rfx7(1of2),0.50602105,-0.081228357
zfp2(2of11),0.506106548,-0.08065733
c1orf50,0.506111819,0.108223113
rtkn2(1of2),0.506412487,-0.152835722
harbi1(24of28),0.506463246,-0.088694528
ptrf(2of2),0.506785782,-0.103874246
slc2a12,0.507061644,0.147228419
tjp3,0.507217803,-0.092544609
cmas(2of2),0.507340704,-0.170513305
lmo1(2of2),0.507361241,0.105459603
usp44,0.507477607,0.071570353
ctnnal1,0.507515084,0.069723588
LOC107393079,0.50755226,-0.153472287
otoa,0.50755645,-0.082911952
klhl11(2of2),0.50757838,-0.104468014
dynlt1(1of3),0.507654685,0.104061252
slc4a4(1of2),0.507773689,0.104814269
LOC107389169,0.507778575,-0.085609718
c9orf69,0.507906104,0.118189469
abhd12(3of3),0.507985163,0.174561572
pyroxd1,0.508169574,-0.073438746
cog8,0.508349458,-0.080846097
c5orf45,0.508768292,-0.132628665
zmat3,0.508788841,-0.133533747
LOC107373370,0.50909222,-0.189909433
mex3d(1of2),0.509281306,0.075152997
pou3f4(3of3),0.509295152,0.091758144
znf568(6of15),0.509450892,-0.075211084
gabrr2(1of3),0.509519664,-0.102385773
dhx38,0.509560715,-0.07875912
twist2(4of5),0.509665709,-0.133546925
cyld(1of4),0.509786539,0.075237433
trim16(13of15),0.509977259,0.077332345
brcc3,0.510363731,0.070260233
pik3ca(2of3),0.510401721,-0.103184145
skiv2l2,0.51056054,0.070088167
zfp2(11of11),0.510626843,0.108110263
hdx,0.510712442,-0.071197633
LOC107377100,0.510873389,0.12060392
nodal(1of3),0.511048109,-0.170698196
gins3,0.511102019,-0.214176791
dstyk,0.511130858,-0.076555351
rpl18,0.511160055,0.083461766
plcb3,0.511281049,-0.09200494
polr2l,0.511605738,0.069220806
atpif1(2of2),0.51180207,0.079598733
myf5,0.511808452,0.162725816
kirrel(3of3),0.511854449,0.123082884
ern1(2of2),0.51201857,-0.078655662
