GOBPID,Term
GO:0001832,blastocyst growth
GO:0006337,nucleosome disassembly
GO:0033500,carbohydrate homeostasis
GO:0042593,glucose homeostasis
GO:0090224,regulation of spindle organization
GO:0001958,endochondral ossification
GO:0036075,replacement ossification
GO:0048066,developmental pigmentation
GO:0016064,immunoglobulin mediated immune response
GO:1900024,regulation of substrate adhesion-dependent cell spreading
GO:0071345,cellular response to cytokine stimulus
GO:0001841,neural tube formation
GO:0030901,midbrain development
GO:0009611,response to wounding
GO:0007584,response to nutrient
GO:0003230,cardiac atrium development
GO:0090196,regulation of chemokine secretion
GO:0048148,behavioral response to cocaine
GO:0060346,bone trabecula formation
GO:0060534,trachea cartilage development
GO:0060684,epithelial-mesenchymal cell signaling
GO:1904238,pericyte cell differentiation
GO:0045161,neuronal ion channel clustering
GO:0042340,keratan sulfate catabolic process
GO:0072124,regulation of glomerular mesangial cell proliferation
GO:0010692,regulation of alkaline phosphatase activity
GO:0051447,negative regulation of meiotic cell cycle
GO:2000794,regulation of epithelial cell proliferation involved in lung morphogenesis
GO:0032536,regulation of cell projection size
GO:0043392,negative regulation of DNA binding
GO:1900180,regulation of protein localization to nucleus
GO:0045732,positive regulation of protein catabolic process
GO:0070301,cellular response to hydrogen peroxide
GO:0007229,integrin-mediated signaling pathway
GO:0048515,spermatid differentiation
GO:0042060,wound healing
GO:0001894,tissue homeostasis
GO:1903308,regulation of chromatin modification
GO:0008380,RNA splicing
GO:0007163,establishment or maintenance of cell polarity
GO:0043068,positive regulation of programmed cell death
GO:0007063,regulation of sister chromatid cohesion
GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation
GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis
GO:0090136,epithelial cell-cell adhesion
GO:0090279,regulation of calcium ion import
GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter
GO:0006295,"nucleotide-excision repair, DNA incision, 3'-to lesion"
GO:0006695,cholesterol biosynthetic process
GO:0009410,response to xenobiotic stimulus
GO:0007568,aging
GO:0051271,negative regulation of cellular component movement
GO:2000146,negative regulation of cell motility
GO:0010717,regulation of epithelial to mesenchymal transition
GO:0022409,positive regulation of cell-cell adhesion
GO:0030336,negative regulation of cell migration
GO:0043931,ossification involved in bone maturation
GO:0033599,regulation of mammary gland epithelial cell proliferation
GO:0060765,regulation of androgen receptor signaling pathway
GO:0061003,positive regulation of dendritic spine morphogenesis
GO:0061213,positive regulation of mesonephros development
GO:0071621,granulocyte chemotaxis
GO:0022602,ovulation cycle process
GO:0031109,microtubule polymerization or depolymerization
GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:1900034,regulation of cellular response to heat
GO:0048821,erythrocyte development
GO:0071353,cellular response to interleukin-4
GO:0034698,response to gonadotropin
GO:0061323,cell proliferation involved in heart morphogenesis
GO:0072010,glomerular epithelium development
GO:0010894,negative regulation of steroid biosynthetic process
GO:0030308,negative regulation of cell growth
GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process
GO:0031399,regulation of protein modification process
GO:0051247,positive regulation of protein metabolic process
GO:0090087,regulation of peptide transport
GO:0008015,blood circulation
GO:0006677,glycosylceramide metabolic process
GO:0070193,synaptonemal complex organization
GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis
GO:0090179,planar cell polarity pathway involved in neural tube closure
GO:0003263,cardioblast proliferation
GO:0003264,regulation of cardioblast proliferation
GO:0003266,regulation of secondary heart field cardioblast proliferation
GO:2001224,positive regulation of neuron migration
GO:0038065,collagen-activated signaling pathway
GO:0060768,regulation of epithelial cell proliferation involved in prostate gland development
GO:1900746,regulation of vascular endothelial growth factor signaling pathway
GO:0050872,white fat cell differentiation
GO:0050974,detection of mechanical stimulus involved in sensory perception
GO:0072017,distal tubule development
GO:0035413,positive regulation of catenin import into nucleus
GO:0072203,cell proliferation involved in metanephros development
GO:0072531,pyrimidine-containing compound transmembrane transport
GO:0055089,fatty acid homeostasis
GO:0009437,carnitine metabolic process
GO:0046639,negative regulation of alpha-beta T cell differentiation
GO:0032733,positive regulation of interleukin-10 production
GO:0006047,UDP-N-acetylglucosamine metabolic process
GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator"
GO:0030866,cortical actin cytoskeleton organization
GO:0000578,embryonic axis specification
GO:0086064,cell communication by electrical coupling involved in cardiac conduction
GO:0032205,negative regulation of telomere maintenance
GO:0002712,regulation of B cell mediated immunity
GO:0002889,regulation of immunoglobulin mediated immune response
GO:0048024,"regulation of mRNA splicing, via spliceosome"
GO:0042542,response to hydrogen peroxide
GO:0031345,negative regulation of cell projection organization
GO:0007528,neuromuscular junction development
GO:0050885,neuromuscular process controlling balance
GO:0042310,vasoconstriction
GO:0010718,positive regulation of epithelial to mesenchymal transition
GO:0019229,regulation of vasoconstriction
GO:0060317,cardiac epithelial to mesenchymal transition
GO:0050685,positive regulation of mRNA processing
GO:0014009,glial cell proliferation
GO:0009994,oocyte differentiation
GO:0048871,multicellular organismal homeostasis
GO:0003013,circulatory system process
GO:0015908,fatty acid transport
GO:0016126,sterol biosynthetic process
GO:0007224,smoothened signaling pathway
GO:0006890,"retrograde vesicle-mediated transport, Golgi to ER"
GO:0071902,positive regulation of protein serine/threonine kinase activity
GO:0071260,cellular response to mechanical stimulus
GO:0071560,cellular response to transforming growth factor beta stimulus
GO:0030879,mammary gland development
GO:0051640,organelle localization
GO:0075733,intracellular transport of virus
GO:0006721,terpenoid metabolic process
GO:1901565,organonitrogen compound catabolic process
GO:0044346,fibroblast apoptotic process
GO:0007064,mitotic sister chromatid cohesion
GO:0003183,mitral valve morphogenesis
GO:0023019,signal transduction involved in regulation of gene expression
GO:1900025,negative regulation of substrate adhesion-dependent cell spreading
GO:0060742,epithelial cell differentiation involved in prostate gland development
GO:0030539,male genitalia development
GO:0045898,regulation of RNA polymerase II transcriptional preinitiation complex assembly
GO:0042249,establishment of planar polarity of embryonic epithelium
GO:0042730,fibrinolysis
GO:0032075,positive regulation of nuclease activity
GO:0043586,tongue development
GO:0007631,feeding behavior
GO:0071466,cellular response to xenobiotic stimulus
GO:0043588,skin development
GO:0045859,regulation of protein kinase activity
GO:0021549,cerebellum development
GO:0051147,regulation of muscle cell differentiation
GO:0019724,B cell mediated immunity
GO:0018958,phenol-containing compound metabolic process
GO:0023056,positive regulation of signaling
GO:0051222,positive regulation of protein transport
GO:0043393,regulation of protein binding
GO:1903707,negative regulation of hemopoiesis
GO:0045667,regulation of osteoblast differentiation
GO:0051705,multi-organism behavior
GO:0006865,amino acid transport
GO:0048025,"negative regulation of mRNA splicing, via spliceosome"
GO:0072075,metanephric mesenchyme development
GO:0042474,middle ear morphogenesis
GO:0060976,coronary vasculature development
GO:0018108,peptidyl-tyrosine phosphorylation
GO:0045740,positive regulation of DNA replication
GO:0030858,positive regulation of epithelial cell differentiation
GO:0065008,regulation of biological quality
GO:0032989,cellular component morphogenesis
GO:0046677,response to antibiotic
GO:0097284,hepatocyte apoptotic process
GO:0090189,regulation of branching involved in ureteric bud morphogenesis
GO:0060065,uterus development
GO:0070977,bone maturation
GO:0060438,trachea development
GO:0050435,beta-amyloid metabolic process
GO:0050927,positive regulation of positive chemotaxis
GO:0032309,icosanoid secretion
GO:0002705,positive regulation of leukocyte mediated immunity
GO:0030514,negative regulation of BMP signaling pathway
GO:0035137,hindlimb morphogenesis
GO:0003151,outflow tract morphogenesis
GO:0060039,pericardium development
GO:0060251,regulation of glial cell proliferation
GO:0061037,negative regulation of cartilage development
GO:0045939,negative regulation of steroid metabolic process
GO:0061217,regulation of mesonephros development
GO:0097306,cellular response to alcohol
GO:0033280,response to vitamin D
GO:0030865,cortical cytoskeleton organization
GO:0001702,gastrulation with mouth forming second
GO:0002053,positive regulation of mesenchymal cell proliferation
GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway
GO:0003084,positive regulation of systemic arterial blood pressure
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway
GO:0034379,very-low-density lipoprotein particle assembly
GO:0060766,negative regulation of androgen receptor signaling pathway
GO:0060677,ureteric bud elongation
GO:0061550,cranial ganglion development
GO:0035563,positive regulation of chromatin binding
GO:1901978,positive regulation of cell cycle checkpoint
GO:2000121,regulation of removal of superoxide radicals
